"HUB Windows Server 2022 - 20250424","04/24/2025 at 08:49:46 (GMT-0400)"
"GDIT - General Dynamics Information Technology","3150 Fairview Park Drive",,"Falls Church","Virginia","United States of America","22042"
"Bashir Abdul","gdtge3ba1","Reader"
SUMMARY
Policy Title,IPs,Asset Tags,Host Instance,Policy Locking,Policy Last Evaluated,Technologies,Controls,Assets,Control Instances,Passed,Failures,Error,Approved Exceptions,Pending Exceptions,Policy Id
"CHQ-CIS Benchmark for Microsoft Windows Server 2022, v3.0.0, [Automated and Manual, Level 1 - Member Server] v.6.0","N/A","Included(any): CHQ-Hub - Site;
Excluded(any);"," ()","Unlocked","04/22/2025 at 14:28:49 (GMT-0400)","Windows 2022 Server","337","2","674","226 (33.53%)","448 (66.47%)","0","0","0","6224106"
Host Statistics (Percentage of Controls Passed per Host)
IP Address,Tracking Method,DNS Name,Netbios Name,Operating System,Last Scan Date,Percentage,Qualys Host ID,Host ID
"10.212.0.97","AGENT","1431-ntt-mgmt-2","1431-NTT-MGMT-2","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","33.53% (113 of 337)","4f5a71d4-1908-402d-a5e8-d53732b8bc9c","483999542"
"10.212.0.98","AGENT","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","33.53% (113 of 337)","b233036d-92c0-4076-a1db-2fd0e55f74cb","483042163"
ASSET TAGS
"10.212.0.97","Cloud Agent","Windows Server 2022","CHQ Enterprise","CHQ-SVR-Windows","CHQ-Hub - Site"
"10.212.0.98","Cloud Agent","Windows Server 2022","CHQ Enterprise","CHQ-SVR-Windows","CHQ-Hub - Site"
RESULTS
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1193","Windows 2022 Server","Status of the 'MSS: Allow ICMP redirects to override OSPF generated routes (EnableICMPRedirect)' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","23131","Windows 2022 Server","Status of the 'Limit Dump Collection' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","10969","Windows 2022 Server","Status of 'Turn off Windows Defender' setting","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","10152","Windows 2022 Server","Status of the audit setting 'Audit Group Membership' (advanced audit setting)","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","26144","Windows 2022 Server","Status of enable password encryption setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","11212","Windows 2022 Server","Status of the 'Select when Feature Updates are received - DeferFeatureUpdatesPeriodInDays' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","5267","Windows 2022 Server","Status of the 'Network security: Allow PKU2U authentication requests to this computer to use online identities' setting","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","13929","Windows 2022 Server","Status of 'Block untrusted and unsigned processes that run from USB' ASR rule (b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4)","CRITICAL","4","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","23128","Windows 2022 Server","Status of the 'Turn off cloud consumer account state content' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","29172","Windows 2022 Server","Status of the 'Select when Quality Updates are received' on the host","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","8166","Windows 2022 Server","Status of the 'Windows Firewall: Log file path and name (Public)' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","1458","Windows 2022 Server","Status of the 'MSS: (SafeDllSearchMode) Enable Safe DLL search mode (recommended)' setting","SERIOUS","3","os","Failed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","3900","Windows 2022 Server","Status of the 'Offer Remote Assistance' setting (Terminal Services)","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.97","1431-ntt-mgmt-2","1431-NTT-MGMT-2","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","04/22/2025 at 14:28:48 (GMT-0400)","9304","Windows 2022 Server","Status of the ""Do not preserve zone information in file attachments"" setting for Windows users","CRITICAL","4","os","Passed",,"0","4f5a71d4-1908-402d-a5e8-d53732b8bc9c"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","8163","Windows 2022 Server","Status of the 'Windows Firewall: Log dropped packets (Private)' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","10593","Windows 2022 Server","Status of the 'Hardened UNC Paths' setting for Sysvol","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","8198","Windows 2022 Server","Status of the 'Windows Installer: Set Always install with elevated privileges' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","5263","Windows 2022 Server","Status of the 'No auto-restart with logged on users for scheduled automatic updates' setting","SERIOUS","3","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1091","Windows 2022 Server","Status of the number of days before a [Prompt user] password expiration warning prompt is displayed at login","SERIOUS","3","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1169","Windows 2022 Server","Status of the 'MSS: (AutoAdminLogon) Enable Automatic Logon (not recommended)' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","3922","Windows 2022 Server","Status of the 'Turn off downloading of print drivers over HTTP' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","19071","Windows 2022 Server","Status of the 'Point and Print Restrictions: When updating drivers for an existing connection' setting","MEDIUM","2","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2342","Windows 2022 Server","Status of the 'Account Lockout Threshold' setting (invalid login attempts)","URGENT","5","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4476","Windows 2022 Server","Status of the audit setting 'Logoff' (advanced audit setting)","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1190","Windows 2022 Server","Status of the 'Interactive Logon: Do Not Display Last User Name' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","13922","Windows 2022 Server","Status of 'Attack Surface Reduction' group policy","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","22305","Windows 2022 Server","Status of 'Enable file hash computation feature'.","MEDIUM","2","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2341","Windows 2022 Server","Status of the 'Account Lockout Duration' setting (invalid login attempts)","URGENT","5","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","25362","Windows 2022 Server","Status of the 'Configure RPC over TCP port' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2395","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Profile Single Process (SeProfileSingleProcessPrivilege)' right","URGENT","5","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4472","Windows 2022 Server","Status of the audit setting 'System Integrity' (advanced audit setting)","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","23131","Windows 2022 Server","Status of the 'Limit Dump Collection' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","5264","Windows 2022 Server","Status of the 'Microsoft network server: Server SPN target name validation level' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2384","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Force shutdown from a remote system' right","URGENT","5","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","17242","Windows 2022 Server","Status of the 'Require pin for pairing' Enabled 'First Time OR Always' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4481","Windows 2022 Server","Status of the audit setting 'Special Logon' (advanced audit setting)","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","27617","Windows 2022 Server","Status of the 'Configure security policy processing: Process even if the Group Policy objects have not changed' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","5210","Windows 2022 Server","Status of the 'Network Access: Shares that can be accessed anonymously' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","9440","Windows 2022 Server","Status of the 'Include command line in process creation events' setting","MEDIUM","2","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2398","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Replace a process level token (SeAssignPrimaryTokenPrivilege)' right","URGENT","5","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1390","Windows 2022 Server","Status of the 'Network Security: Minimum session security for NTLM SSP based (including secure RPC) servers' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","10087","Windows 2022 Server","Status of the 'Enable Windows NTP Client' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","11192","Windows 2022 Server","Status of the 'Turn off multicast name resolution' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2607","Windows 2022 Server","Status of the 'Prohibit use of Internet Connection Sharing on your DNS domain network' setting","MEDIUM","2","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","9388","Windows 2022 Server","Status of the 'Turn off picture password sign-in' setting","MINIMAL","1","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2605","Windows 2022 Server","Status of the 'User Account Control: Behavior of the elevation prompt for standard users' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","3952","Windows 2022 Server","Status of the 'Windows Firewall: Firewall state (Domain)' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","13929","Windows 2022 Server","Status of 'Block untrusted and unsigned processes that run from USB' ASR rule (b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4473","Windows 2022 Server","Status of the audit setting 'IPsec Driver' (advanced audit setting)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2185","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Allow logon through Terminal Services' right","URGENT","5","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","13343","Windows 2022 Server","Status of the 'Configure Windows Defender SmartScreen - Pick one of the following' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","3960","Windows 2022 Server","Status of the 'Windows Firewall: Apply local firewall rules (Public)' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4502","Windows 2022 Server","Status of the audit setting 'Authentication Policy Change' (advanced audit setting)","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","23128","Windows 2022 Server","Status of the 'Turn off cloud consumer account state content' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","13923","Windows 2022 Server","Status of 'Block Office applications from injecting code into other processes' ASR rule (75668C1F-73B5-4CF0-BB93-3ECF5CB7CC84)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","8166","Windows 2022 Server","Status of the 'Windows Firewall: Log file path and name (Public)' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","10106","Windows 2022 Server","Status of 'Toggle user control over Insider builds'","MEDIUM","2","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","7502","Windows 2022 Server","Status of the 'Application: Maximum log size' setting (in KB)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","25901","Windows 2022 Server","Status of 'Enable App Installer Experimental Features' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","3920","Windows 2022 Server","Status of the 'Turn off Internet download for Web publishing and online ordering wizards' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2387","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Load and unload device drivers' right","URGENT","5","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1386","Windows 2022 Server","Status of the 'Network Access: Sharing and security model for local accounts' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
